iter	Logloss
196	0.2985321677
197	0.2985317261
198	0.298525557
199	0.2984645622
200	0.2984527037
201	0.2984059129
202	0.2983465459
203	0.2982902322
204	0.298289474
205	0.298289466
206	0.2982713468
207	0.2982501188
208	0.2982500827
209	0.2982159444
210	0.2982156174
211	0.2982002117
212	0.2981989159
213	0.2981551896
214	0.2981551744
215	0.2981227834
216	0.298095188
217	0.2980093583
218	0.2979443551
219	0.2979430675
220	0.2978940655
221	0.2978479136
222	0.2978470445
223	0.2978315283
224	0.297671242
225	0.2976212346
226	0.2976183164
227	0.2974815268
228	0.2974806383
229	0.2974795919
230	0.2974361013
231	0.2974345912
232	0.2973899095
233	0.297342554
234	0.2973310002
235	0.2972882825
236	0.297280958
237	0.2972267191
238	0.29718674
239	0.2971862919
240	0.2971832442
241	0.2971449502
242	0.2970883312
243	0.2970546589
244	0.2969970812
245	0.2969680734
246	0.2969060585
247	0.2968871068
248	0.296858671
249	0.2968142378
250	0.2968114101
251	0.296773674
252	0.2967144471
253	0.2966901664
254	0.2966531428
255	0.2966479448
256	0.2966252745
257	0.2966227291
258	0.2966028945
259	0.2965850852
260	0.2964857634
261	0.2964494815
262	0.2964077378
263	0.2963685538
264	0.2963587212
265	0.2963363779
266	0.2963360113
267	0.2962974105
268	0.2962974085
269	0.2962508117
270	0.2962125005
271	0.2961804292
272	0.2961446251
273	0.295965901
274	0.2959544951
275	0.2959068038
276	0.295899019
277	0.2958644429
278	0.2958148041
279	0.295769493
280	0.2957056946
281	0.2956522881
282	0.295648263
283	0.2956459261
284	0.2955756542
285	0.2955654888
286	0.2955299432
287	0.2955206754
288	0.2954729177
289	0.2954674802
290	0.295439617
291	0.2954127625
292	0.2954010412
293	0.2953175916
294	0.2953173484
295	0.2952389141
296	0.2952331196
297	0.2952071638
298	0.2952071556
299	0.2951616401
300	0.2951564562
301	0.2951182634
302	0.2950926975
303	0.2950609606
304	0.2950608857
305	0.2950608805
306	0.2950608226
307	0.2950410244
308	0.2950410142
309	0.2950357074
310	0.2950043707
311	0.2950037985
312	0.2949989874
313	0.2949558456
314	0.2949556252
315	0.2949109531
316	0.2948839521
317	0.2948830434
318	0.2948806999
319	0.2948731915
320	0.2948729504
321	0.2948727926
322	0.2948252538
323	0.29478908
324	0.2947575584
325	0.2947163631
326	0.2946957513
327	0.2946193437
328	0.2946179748
329	0.2946179502
330	0.2945992482
331	0.2945282644
332	0.2945107742
333	0.2944952789
334	0.294393113
335	0.294298047
336	0.2942723814
337	0.29426762
338	0.2942659446
339	0.2942614858
340	0.2942583648
341	0.2942190915
342	0.294192074
343	0.2941909363
344	0.2941901096
345	0.294101794
346	0.2940699465
347	0.2940458433
348	0.2940417114
349	0.2940399268
350	0.2939642145
351	0.2938895228
352	0.2938835635
353	0.2938780515
354	0.2938547564
355	0.2938323578
356	0.2938217485
357	0.2938146626
358	0.2938136542
359	0.2938068016
360	0.2938014193
361	0.2937936919
362	0.2937883319
363	0.2937802421
364	0.2937498824
365	0.2937477744
366	0.2937222065
367	0.2936918768
368	0.2936809549
369	0.2936784163
370	0.2936763926
371	0.2936673481
372	0.2936294002
373	0.2936254684
374	0.2936252153
375	0.2935761087
376	0.2935760933
377	0.2934987531
378	0.2934847377
379	0.2934246217
380	0.2934245922
381	0.2934222605
382	0.2933867816
383	0.2933781893
384	0.293376108
385	0.2933748853
386	0.2933748269
387	0.2933442454
388	0.2932692087
389	0.2932514335
390	0.2932495686
391	0.2932477684
392	0.2932141786
393	0.2932122828
394	0.2932120408
395	0.2930288364
396	0.2930185057
397	0.2929974957
398	0.292997283
399	0.2929843327
400	0.2929801872
401	0.2929608506
402	0.2929586249
403	0.2928558139
404	0.2928431453
405	0.2928362475
406	0.2928239675
407	0.292773721
408	0.2927734656
409	0.2927600513
410	0.2927597152
411	0.292739634
412	0.292726726
413	0.2927146246
414	0.2927142557
415	0.2926782958
416	0.2926772139
417	0.2926078418
418	0.2926009444
419	0.2925994292
420	0.2925062382
421	0.2923520029
422	0.2923459914
423	0.2923262127
424	0.2923240949
425	0.2922756322
426	0.292274533
427	0.2922712575
428	0.2922693768
429	0.2922599785
430	0.2922537897
431	0.2922431182
432	0.2922388591
433	0.292228401
434	0.2922059394
435	0.2921870508
436	0.2921863645
437	0.2921806175
438	0.2921752925
439	0.2921537962
440	0.292137514
441	0.2921316161
442	0.2921297209
443	0.2920869506
444	0.29208359
445	0.2919942173
446	0.2919912001
447	0.2919893427
448	0.2919819884
449	0.291979814
450	0.2919793293
451	0.2919677037
452	0.2918954338
453	0.2918880987
454	0.2918775103
455	0.2918674412
456	0.2918625114
457	0.2918410991
458	0.2918378151
459	0.2918342635
460	0.2918324411
461	0.2918310733
462	0.2918295598
463	0.2918285815
464	0.2918280876
465	0.2917935251
466	0.2917854024
467	0.2917826317
468	0.2917495497
469	0.2916219018
470	0.2915891548
471	0.2915782352
472	0.2915577295
473	0.2915539746
474	0.2914866729
475	0.2914792007
476	0.291478827
477	0.2914779665
478	0.2914772673
479	0.2914556176
480	0.2914235478
481	0.2914038691
482	0.2913704722
483	0.291369981
484	0.2913397512
485	0.29133943
486	0.2912938696
487	0.2912552565
488	0.2912121184
489	0.2911995148
490	0.2911970396
491	0.2911684222
492	0.2911113555
493	0.2910794589
494	0.2910760989
495	0.2910327444
496	0.2910281614
497	0.2910163
498	0.2910082652
499	0.2909979395
500	0.2909882133
501	0.2909869568
502	0.2909776462
503	0.2909754234
504	0.2909621383
505	0.2909310231
506	0.290929083
507	0.2909171476
508	0.290899039
509	0.2908979477
510	0.2908597748
511	0.2907792556
512	0.2907311256
513	0.2907298682
514	0.2907298416
515	0.2907297622
516	0.2907191158
517	0.2906919222
518	0.2906912926
519	0.2906614175
520	0.2906613656
521	0.2905851477
522	0.2905744822
523	0.2905019654
524	0.2904917791
525	0.2904824725
526	0.290480334
527	0.2904796545
528	0.2904506294
529	0.2904035834
530	0.2904016973
531	0.2903991449
532	0.2903903975
533	0.2903902536
534	0.2903203694
535	0.2903191128
536	0.29031745
537	0.2902762997
538	0.2902759821
539	0.2902667546
540	0.2902481715
541	0.2902245392
542	0.2902226965
543	0.2902222417
544	0.2902197341
545	0.2902116705
546	0.2901616588
547	0.2901571336
548	0.2901569197
549	0.2901540447
550	0.2901293708
551	0.2900108596
552	0.2899911596
553	0.289980466
554	0.28997721
555	0.2899758685
556	0.2899733021
557	0.2899713616
558	0.2899607433
559	0.2899421143
560	0.2899389206
561	0.2899382421
562	0.2899335296
563	0.289925644
564	0.2899058984
565	0.2899058648
566	0.2899055856
567	0.2899031494
568	0.2898838242
569	0.2898814465
570	0.2898802266
571	0.2898787151
572	0.2898785846
573	0.2898779405
574	0.2898709595
575	0.289857322
576	0.2898185379
577	0.2897113333
578	0.2897111008
579	0.2897104636
580	0.2896998418
581	0.2896678012
582	0.2896058707
583	0.2895965635
584	0.2895685406
585	0.2894517945
586	0.2894516581
587	0.2894252722
588	0.2894191962
589	0.2893935839
590	0.2893895351
591	0.2893802935
592	0.2893797187
593	0.2893777823
594	0.2893071732
595	0.2893062883
596	0.2893004524
597	0.2893000151
598	0.289288603
599	0.2892538264
600	0.2892444462
601	0.2892026851
602	0.2891942955
603	0.2891936143
604	0.2891907144
605	0.2891870227
606	0.2891865371
607	0.2891864979
608	0.2891854434
609	0.2891197712
610	0.289093322
611	0.2890681373
612	0.2890679767
613	0.2890644476
614	0.2890640298
615	0.2890130032
616	0.2889875028
617	0.2889626169
618	0.2889524774
619	0.2889408518
620	0.2889325829
621	0.2889305129
622	0.2889062692
623	0.2888681544
624	0.2888574101
625	0.2888525129
626	0.2888422816
627	0.2887810037
628	0.2887385229
629	0.288719865
630	0.288719837
631	0.288719819
632	0.2887183053
633	0.2887176539
634	0.2886597186
635	0.2886592676
636	0.2886584077
637	0.2886535107
638	0.2886534795
639	0.288653178
640	0.2886520635
641	0.2885963773
642	0.2885723137
643	0.2885412779
644	0.2885297628
645	0.2885061999
646	0.2885061563
647	0.288470268
648	0.2884685787
649	0.2884685637
650	0.2884164861
651	0.288357839
652	0.2883280581
653	0.2883277267
654	0.2882722814
655	0.2882479146
656	0.2882393016
657	0.2882204365
658	0.2882121009
659	0.2882028338
660	0.2882010484
661	0.2881658615
662	0.2881570364
663	0.2881570036
664	0.2881294773
665	0.2881217983
666	0.2881217332
667	0.2881207716
668	0.2881204389
669	0.2881176558
670	0.2881173734
671	0.2881096501
672	0.2880858099
673	0.2880858007
674	0.288078483
675	0.2880765571
676	0.288076546
677	0.2880763753
678	0.2880759341
679	0.2880423054
680	0.2880355282
681	0.2880291597
682	0.2880121606
683	0.2880060479
684	0.2880042231
685	0.2879988678
686	0.287997787
687	0.2879896974
688	0.2879820203
689	0.2879773731
690	0.2879252388
691	0.2879219093
692	0.2878826903
693	0.287879829
694	0.2878796993
695	0.2878566291
696	0.2878076243
697	0.2877569973
698	0.2877238741
699	0.2875716197
700	0.2875641847
701	0.2875556589
702	0.287528741
703	0.2874766618
704	0.2874615255
705	0.2874349128
706	0.2874273861
707	0.2874272822
708	0.2874201182
709	0.2873938069
710	0.2873662709
711	0.2873658321
712	0.2872557249
713	0.2872499633
714	0.2872494664
715	0.2872275604
716	0.2871933586
717	0.2871532299
718	0.2871498629
719	0.287133736
720	0.2871262159
721	0.287125827
722	0.2870996377
723	0.2870971566
724	0.2870712691
725	0.2870640204
726	0.2870325336
727	0.2870204549
728	0.2870084136
729	0.2870062929
730	0.2869985676
731	0.2869439459
732	0.2869359474
733	0.2869109729
734	0.2869105973
735	0.286903404
736	0.2868960065
737	0.2868855641
738	0.2868518369
739	0.2868515994
740	0.2867990584
741	0.2867914875
742	0.2867846911
743	0.2867846759
744	0.2867845618
745	0.2867844035
746	0.2867838865
747	0.2867624028
748	0.2867623592
749	0.2867411215
750	0.2867085001
751	0.2867082765
752	0.2866843092
753	0.2866780739
754	0.2865943846
755	0.2865943239
756	0.2865890612
757	0.2865836627
758	0.2865826437
759	0.286580524
760	0.2865670963
761	0.2865663335
762	0.2865654379
763	0.2865649059
764	0.2865645854
765	0.2865501904
766	0.2864983958
767	0.2864981222
768	0.2864485765
769	0.2864482455
770	0.2863504408
771	0.2863378159
772	0.2863368235
773	0.2863106597
774	0.2862992019
775	0.2862939241
776	0.2862937434
777	0.2862587937
778	0.286253147
779	0.2862517648
780	0.2862284413
781	0.2862234362
782	0.2862149553
783	0.2862145413
784	0.2861830519
785	0.2861812576
786	0.2860484274
787	0.2860111394
788	0.2860108405
789	0.2859946275
790	0.2859285087
791	0.2859270998
792	0.2859268518
793	0.2859239546
794	0.285922927
795	0.285920236
796	0.2859150582
797	0.2859150507
798	0.2859092165
799	0.2859037916
800	0.2858962293
801	0.2858484028
802	0.2858390993
803	0.2858046661
804	0.2858044609
805	0.2857689533
806	0.2857645566
807	0.2857404936
808	0.2857404119
809	0.2857401943
810	0.2857342648
811	0.2857119068
812	0.2857064534
813	0.2857064125
814	0.2857047786
815	0.2856917912
816	0.285691753
817	0.28569005
818	0.2856896504
819	0.2856558591
820	0.2856558375
821	0.2856338275
822	0.2856063837
823	0.2856062007
824	0.2856028104
825	0.2856011731
826	0.2856010963
827	0.2855821754
828	0.28558141
829	0.2855812442
830	0.2855752349
831	0.2855531708
832	0.2855529552
833	0.2855316778
834	0.2855252981
835	0.2855189305
836	0.2855146228
837	0.2854894539
838	0.2854545517
839	0.2854543773
840	0.2854543281
841	0.28543981
842	0.2854398096
843	0.2854394545
844	0.2854393781
845	0.2853112215
846	0.2853087296
847	0.2853039699
848	0.28527086
849	0.2852505576
850	0.2852491722
851	0.2852333666
852	0.2852289888
853	0.2852238554
854	0.2852224838
855	0.2852015459
856	0.2851971251
857	0.2851944557
858	0.2851942124
859	0.2851940688
860	0.2851636705
861	0.2851428828
862	0.2851290062
863	0.2851246593
864	0.2851049641
865	0.2851028561
866	0.2850984095
867	0.2850844393
868	0.2850595323
869	0.2850595191
870	0.2850573781
871	0.2850076722
872	0.2849963001
873	0.2849962497
874	0.2849960359
875	0.2849960151
876	0.2849826528
877	0.2849371528
878	0.2849095329
879	0.2849082681
880	0.2849062489
881	0.2849045627
882	0.284884539
883	0.2848840395
884	0.2848728635
885	0.2848714103
886	0.2848524336
887	0.284850288
888	0.2848500774
889	0.2848500766
890	0.2848304529
891	0.2847928888
892	0.2847928664
893	0.2847928001
894	0.2847925553
895	0.284792497
896	0.2847918349
897	0.2847479199
898	0.2847191152
899	0.2847185662
900	0.2847180183
901	0.2847176831
902	0.2847174768
903	0.2846928449
904	0.2846920605
905	0.2846920494
906	0.2846873333
907	0.2846545825
908	0.2846270862
909	0.2846247048
910	0.28462434
911	0.2846225946
912	0.2846218464
913	0.284616992
914	0.2845905175
915	0.2845855351
916	0.2845845377
917	0.2844899968
918	0.2844888249
919	0.2844870323
920	0.2844869995
921	0.2844568448
922	0.2844548012
923	0.2844547005
924	0.2844493751
925	0.2844263004
926	0.2844249122
927	0.2844248573
928	0.2844242622
929	0.2844230562
930	0.2844225447
931	0.2844195921
932	0.284419551
933	0.2844175002
934	0.2843332073
935	0.2843314349
936	0.2843313753
937	0.2842754967
938	0.2842751053
939	0.2842750211
940	0.2842750122
941	0.2842463035
942	0.2842236106
943	0.2842232502
944	0.2842228243
945	0.2842226753
946	0.2842168363
947	0.2842160477
948	0.2842160183
949	0.2841890078
950	0.284169622
951	0.2841682056
952	0.2841597291
953	0.2841409993
954	0.2841391863
955	0.2841387798
956	0.2841215566
957	0.2840927044
958	0.2840926275
959	0.2840829199
960	0.2840683665
961	0.2840683652
962	0.2840595081
963	0.2840589064
964	0.2840356971
965	0.2840354896
966	0.2840340179
967	0.284022432
968	0.2840224213
969	0.2840172147
970	0.2840165797
971	0.2840117267
972	0.2840108371
973	0.2840033745
974	0.2839759597
975	0.2839708161
976	0.2839707294
977	0.2839476433
978	0.2838879858
979	0.283886176
980	0.2838735017
981	0.2838654766
982	0.2838606301
983	0.2838571947
984	0.2838550261
985	0.2838550115
986	0.2838476563
987	0.2838426331
988	0.2838195081
989	0.2838164083
990	0.2837934575
991	0.2837918568
992	0.2837718996
993	0.2837615713
994	0.2837584089
995	0.2837577837
996	0.2837536647
997	0.2837356653
998	0.2837338298
999	0.2837133287
